"Tabela 5938 - Produto interno bruto a preços correntes, impostos, líquidos de subsídios, sobre produtos a preços correntes e valor adicionado bruto a preços correntes total e por atividade econômica, e respectivas participações - Referência 2010"
"Variável - Produto Interno Bruto a preços correntes (Mil Reais)"
"Cód.";"Município";"Ano"
"2103901";"Duque Bacelar (MA)";"86925,94"
"2104008";"Esperantinópolis (MA)";"159008,70"
"2104057";"Estreito (MA)";"1138793,57"
"2104073";"Feira Nova do Maranhão (MA)";"118019,46"
"2104081";"Fernando Falcão (MA)";"100433,45"
"2104099";"Formosa da Serra Negra (MA)";"202181,12"
"2104107";"Fortaleza dos Nogueiras (MA)";"346719,81"
"2104206";"Fortuna (MA)";"143320,69"
"2104305";"Godofredo Viana (MA)";"2658714,20"
"2104404";"Gonçalves Dias (MA)";"150087,81"
"2104503";"Governador Archer (MA)";"91924,71"
"2104552";"Governador Edison Lobão (MA)";"375030,36"
"2104602";"Governador Eugênio Barros (MA)";"118447,93"
"2104628";"Governador Luiz Rocha (MA)";"71094,40"
"2104651";"Governador Newton Bello (MA)";"84191,32"
"2104677";"Governador Nunes Freire (MA)";"258016,24"
"2104701";"Graça Aranha (MA)";"54165,65"
"2104800";"Grajaú (MA)";"1149837,28"
"2104909";"Guimarães (MA)";"93414,09"
"2105005";"Humberto de Campos (MA)";"184410,58"
"2105104";"Icatu (MA)";"178972,56"
"2105153";"Igarapé do Meio (MA)";"370691,83"
"2105203";"Igarapé Grande (MA)";"117754,24"
"2105302";"Imperatriz (MA)";"7693510,70"
"2105351";"Itaipava do Grajaú (MA)";"107309,98"
"2105401";"Itapecuru Mirim (MA)";"772939,59"
"2105427";"Itinga do Maranhão (MA)";"489270,03"
"2105450";"Jatobá (MA)";"75706,14"
"2105476";"Jenipapo dos Vieiras (MA)";"125761,93"
"2105500";"João Lisboa (MA)";"270664,82"
"2105609";"Joselândia (MA)";"116564,14"
"2105658";"Junco do Maranhão (MA)";"61713,52"
"2105708";"Lago da Pedra (MA)";"550476,61"
"2105807";"Lago do Junco (MA)";"86662,25"
"2105906";"Lago Verde (MA)";"135765,26"
"2105922";"Lagoa do Mato (MA)";"97025,58"
"2105948";"Lago dos Rodrigues (MA)";"83997,52"
"2105963";"Lagoa Grande do Maranhão (MA)";"102453,92"
"2105989";"Lajeado Novo (MA)";"101484,64"
"2106003";"Lima Campos (MA)";"274573,60"
"2106102";"Loreto (MA)";"413286,70"
"2106201";"Luís Domingues (MA)";"57351,08"
"2106300";"Magalhães de Almeida (MA)";"140989,29"
"2106326";"Maracaçumé (MA)";"207076,16"
"2106359";"Marajá do Sena (MA)";"90823,55"
"2106375";"Maranhãozinho (MA)";"120933,54"
"2106409";"Mata Roma (MA)";"179239,45"
"2106508";"Matinha (MA)";"196784,73"
"2106607";"Matões (MA)";"256405,27"
"2106631";"Matões do Norte (MA)";"99342,59"
"2106672";"Milagres do Maranhão (MA)";"64355,12"
"2106706";"Mirador (MA)";"277841,39"
"2106755";"Miranda do Norte (MA)";"788633,67"
"2106805";"Mirinzal (MA)";"112073,00"
"2106904";"Monção (MA)";"257693,03"
"2107001";"Montes Altos (MA)";"86501,48"
"2107100";"Morros (MA)";"149936,07"
"2107209";"Nina Rodrigues (MA)";"88539,03"
"2107258";"Nova Colinas (MA)";"86440,60"
"2107308";"Nova Iorque (MA)";"50977,23"
"2107357";"Nova Olinda do Maranhão (MA)";"183185,37"
"2107407";"Olho d'Água das Cunhãs (MA)";"188404,98"
"2107456";"Olinda Nova do Maranhão (MA)";"107307,08"
"2107506";"Paço do Lumiar (MA)";"1240526,78"
"2107605";"Palmeirândia (MA)";"139134,54"
"2107704";"Paraibano (MA)";"183382,62"
"2107803";"Parnarama (MA)";"323003,89"
"2107902";"Passagem Franca (MA)";"200119,61"
"2108009";"Pastos Bons (MA)";"309544,60"
"2108058";"Paulino Neves (MA)";"118359,80"
"2108108";"Paulo Ramos (MA)";"194181,47"
"2108207";"Pedreiras (MA)";"787720,94"
"2108256";"Pedro do Rosário (MA)";"157904,39"
"2108306";"Penalva (MA)";"253791,15"
"2108405";"Peri Mirim (MA)";"95959,28"
"2108454";"Peritoró (MA)";"230471,63"
"2108504";"Pindaré-Mirim (MA)";"296247,10"
"2108603";"Pinheiro (MA)";"1040054,17"
"2108702";"Pio XII (MA)";"191368,06"
"2108801";"Pirapemas (MA)";"130800,83"
"2108900";"Poção de Pedras (MA)";"163109,72"
"2109007";"Porto Franco (MA)";"1026128,54"
"2109056";"Porto Rico do Maranhão (MA)";"45867,02"
"2109106";"Presidente Dutra (MA)";"755767,57"
"2109205";"Presidente Juscelino (MA)";"84498,82"
"2109239";"Presidente Médici (MA)";"60694,99"
"2109270";"Presidente Sarney (MA)";"165014,83"
"2109304";"Presidente Vargas (MA)";"76190,93"
"2109403";"Primeira Cruz (MA)";"89107,88"
"2109452";"Raposa (MA)";"286199,30"
"2109502";"Riachão (MA)";"673240,64"
"2109551";"Ribamar Fiquene (MA)";"124208,10"
"2109601";"Rosário (MA)";"443240,33"
"2109700";"Sambaíba (MA)";"474715,93"
"2109759";"Santa Filomena do Maranhão (MA)";"60216,21"
"2109809";"Santa Helena (MA)";"358031,99"
"2109908";"Santa Inês (MA)";"1466089,75"
"2110005";"Santa Luzia (MA)";"743552,72"
"2110039";"Santa Luzia do Paruá (MA)";"253365,75"
"2110104";"Santa Quitéria do Maranhão (MA)";"218496,48"
"2110203";"Santa Rita (MA)";"354687,20"
"2110237";"Santana do Maranhão (MA)";"74106,56"
"2110278";"Santo Amaro do Maranhão (MA)";"95955,93"
"2110302";"Santo Antônio dos Lopes (MA)";"3055591,29"
"2110401";"São Benedito do Rio Preto (MA)";"143478,34"
"2110500";"São Bento (MA)";"312228,76"
"2110609";"São Bernardo (MA)";"281230,40"
"2110658";"São Domingos do Azeitão (MA)";"320538,89"
"2110708";"São Domingos do Maranhão (MA)";"355968,84"
"2110807";"São Félix de Balsas (MA)";"86169,31"
"2110856";"São Francisco do Brejão (MA)";"121274,42"
"2110906";"São Francisco do Maranhão (MA)";"98997,20"
"2111003";"São João Batista (MA)";"135624,64"
"2111029";"São João do Carú (MA)";"123038,58"
"2111052";"São João do Paraíso (MA)";"151478,37"
"2111078";"São João do Soter (MA)";"156403,23"
"2111102";"São João dos Patos (MA)";"341011,65"
"2111201";"São José de Ribamar (MA)";"2293966,35"
"2111250";"São José dos Basílios (MA)";"61952,52"
"2111300";"São Luís (MA)";"36535225,95"
"2111409";"São Luís Gonzaga do Maranhão (MA)";"170085,44"
"2111508";"São Mateus do Maranhão (MA)";"429290,63"
"2111532";"São Pedro da Água Branca (MA)";"127633,60"
"2111573";"São Pedro dos Crentes (MA)";"83552,00"
"2111607";"São Raimundo das Mangabeiras (MA)";"739660,72"
"2111631";"São Raimundo do Doca Bezerra (MA)";"43967,76"
"2111672";"São Roberto (MA)";"45778,66"
"2111706";"São Vicente Ferrer (MA)";"145781,20"
"2111722";"Satubinha (MA)";"93100,15"
"2111748";"Senador Alexandre Costa (MA)";"101851,20"
"2111763";"Senador La Rocque (MA)";"187167,92"
"2111789";"Serrano do Maranhão (MA)";"72464,12"
"2111805";"Sítio Novo (MA)";"221538,73"
"2111904";"Sucupira do Norte (MA)";"126236,56"
"2111953";"Sucupira do Riachão (MA)";"48009,94"
"2112001";"Tasso Fragoso (MA)";"2351451,56"
"2112100";"Timbiras (MA)";"196385,27"
"2112209";"Timon (MA)";"2320942,50"
"2112233";"Trizidela do Vale (MA)";"525551,22"
"2112274";"Tufilândia (MA)";"60070,56"
"2112308";"Tuntum (MA)";"365257,21"
"2112407";"Turiaçu (MA)";"295967,15"
"2112456";"Turilândia (MA)";"223113,39"
"2112506";"Tutóia (MA)";"546267,09"
"2112605";"Urbano Santos (MA)";"247540,74"
"2112704";"Vargem Grande (MA)";"433575,63"
"2112803";"Viana (MA)";"490490,03"
"2112852";"Vila Nova dos Martírios (MA)";"156938,71"
"2112902";"Vitória do Mearim (MA)";"318223,55"
"2113009";"Vitorino Freire (MA)";"325566,84"
"2114007";"Zé Doca (MA)";"567166,20"
"2200053";"Acauã (PI)";"73560,53"
"2200103";"Agricolândia (PI)";"47283,18"
"2200202";"Água Branca (PI)";"243970,57"
"2200251";"Alagoinha do Piauí (PI)";"65441,72"
"2200277";"Alegrete do Piauí (PI)";"48183,52"
"2200301";"Alto Longá (PI)";"130954,79"
"2200400";"Altos (PI)";"537774,16"
"2200459";"Alvorada do Gurguéia (PI)";"82124,85"
"2200509";"Amarante (PI)";"192592,08"
"2200608";"Angical do Piauí (PI)";"66747,82"
"2200707";"Anísio de Abreu (PI)";"98945,04"
"2200806";"Antônio Almeida (PI)";"143814,51"
"2200905";"Aroazes (PI)";"57304,89"
"2200954";"Aroeiras do Itaim (PI)";"24624,65"
"2201002";"Arraial (PI)";"48922,15"
"2201051";"Assunção do Piauí (PI)";"64266,49"
"2201101";"Avelino Lopes (PI)";"97601,32"
"2201150";"Baixa Grande do Ribeiro (PI)";"1768579,13"
"2201176";"Barra D'Alcântara (PI)";"38963,32"
"2201200";"Barras (PI)";"497599,13"
"2201309";"Barreiras do Piauí (PI)";"163171,99"
"2201408";"Barro Duro (PI)";"89829,88"
"2201507";"Batalha (PI)";"250803,17"
"2201556";"Bela Vista do Piauí (PI)";"46876,02"
"2201572";"Belém do Piauí (PI)";"41264,30"
"2201606";"Beneditinos (PI)";"91894,89"
"2201705";"Bertolínia (PI)";"72158,45"
"2201739";"Betânia do Piauí (PI)";"62561,24"
"2201770";"Boa Hora (PI)";"62506,77"
"2201804";"Bocaina (PI)";"47771,52"
"2201903";"Bom Jesus (PI)";"1410185,23"
"2201919";"Bom Princípio do Piauí (PI)";"70165,64"
"2201929";"Bonfim do Piauí (PI)";"52944,72"
"2201945";"Boqueirão do Piauí (PI)";"51724,97"
"2201960";"Brasileira (PI)";"69324,50"
"2201988";"Brejo do Piauí (PI)";"43977,73"
"2202000";"Buriti dos Lopes (PI)";"214747,49"
"2202026";"Buriti dos Montes (PI)";"69689,58"
"2202059";"Cabeceiras do Piauí (PI)";"86134,14"
"2202075";"Cajazeiras do Piauí (PI)";"34182,38"
"2202083";"Cajueiro da Praia (PI)";"115376,48"
"2202091";"Caldeirão Grande do Piauí (PI)";"195078,62"
"2202109";"Campinas do Piauí (PI)";"57496,10"
"2202117";"Campo Alegre do Fidalgo (PI)";"51370,64"
"2202133";"Campo Grande do Piauí (PI)";"62135,30"
"2202174";"Campo Largo do Piauí (PI)";"56553,87"
"2202208";"Campo Maior (PI)";"705862,82"
"2202251";"Canavieira (PI)";"41948,25"
"2202307";"Canto do Buriti (PI)";"271388,07"
"2202406";"Capitão de Campos (PI)";"106409,84"
"2202455";"Capitão Gervásio Oliveira (PI)";"43674,87"
"2202505";"Caracol (PI)";"97484,97"
"2202539";"Caraúbas do Piauí (PI)";"57437,10"
"2202554";"Caridade do Piauí (PI)";"50030,74"
"2202604";"Castelo do Piauí (PI)";"202443,09"
"2202653";"Caxingó (PI)";"53140,45"
"2202703";"Cocal (PI)";"272766,53"
"2202711";"Cocal de Telha (PI)";"46961,38"
"2202729";"Cocal dos Alves (PI)";"56959,78"
"2202737";"Coivaras (PI)";"37708,09"
"2202752";"Colônia do Gurguéia (PI)";"70558,83"
"2202778";"Colônia do Piauí (PI)";"68111,36"
"2202802";"Conceição do Canindé (PI)";"60445,69"
"2202851";"Coronel José Dias (PI)";"40759,66"
"2202901";"Corrente (PI)";"680693,02"
"2203008";"Cristalândia do Piauí (PI)";"75068,78"
"2203107";"Cristino Castro (PI)";"121550,07"
"2203206";"Curimatá (PI)";"141389,61"
"2203230";"Currais (PI)";"409013,03"
"2203255";"Curralinhos (PI)";"39659,74"
"2203271";"Curral Novo do Piauí (PI)";"78393,56"
"2203305";"Demerval Lobão (PI)";"211638,66"
"2203354";"Dirceu Arcoverde (PI)";"67492,43"
"2203404";"Dom Expedito Lopes (PI)";"78044,81"
"2203420";"Domingos Mourão (PI)";"46531,73"
"2203453";"Dom Inocêncio (PI)";"164346,24"
"2203503";"Elesbão Veloso (PI)";"164731,18"
"2203602";"Eliseu Martins (PI)";"55591,65"
"2203701";"Esperantina (PI)";"456546,18"
"2203750";"Fartura do Piauí (PI)";"46774,44"
"2203800";"Flores do Piauí (PI)";"48120,15"
"2203859";"Floresta do Piauí (PI)";"25258,41"
"2203909";"Floriano (PI)";"1469173,86"
"2204006";"Francinópolis (PI)";"44796,54"
"2204105";"Francisco Ayres (PI)";"46762,98"
"2204154";"Francisco Macedo (PI)";"32841,06"
"2204204";"Francisco Santos (PI)";"83026,72"
"2204303";"Fronteiras (PI)";"112454,05"
"2204352";"Geminiano (PI)";"59253,00"
"2204402";"Gilbués (PI)";"416894,44"
"2204501";"Guadalupe (PI)";"637192,01"
"2204550";"Guaribas (PI)";"45098,71"
"2204600";"Hugo Napoleão (PI)";"34066,28"
"2204659";"Ilha Grande (PI)";"119725,37"
"2204709";"Inhuma (PI)";"163623,59"
"2204808";"Ipiranga do Piauí (PI)";"82416,58"
"2204907";"Isaías Coelho (PI)";"80798,34"
"2205003";"Itainópolis (PI)";"108192,04"
"2205102";"Itaueira (PI)";"131852,59"
"2205151";"Jacobina do Piauí (PI)";"69063,98"
"2205201";"Jaicós (PI)";"191770,92"
"2205250";"Jardim do Mulato (PI)";"39631,69"
"2205276";"Jatobá do Piauí (PI)";"58747,12"
"2205300";"Jerumenha (PI)";"63527,90"
"2205359";"João Costa (PI)";"69288,52"
"2205409";"Joaquim Pires (PI)";"118894,04"
"2205458";"Joca Marques (PI)";"46225,86"
"2205508";"José de Freitas (PI)";"390718,24"
"2205516";"Juazeiro do Piauí (PI)";"56058,42"
"2205524";"Júlio Borges (PI)";"80793,63"
"2205532";"Jurema (PI)";"43566,02"
"2205540";"Lagoinha do Piauí (PI)";"40518,61"
"2205557";"Lagoa Alegre (PI)";"77313,56"
"2205565";"Lagoa do Barro do Piauí (PI)";"534683,06"
"2205573";"Lagoa de São Francisco (PI)";"54980,43"
"2205581";"Lagoa do Piauí (PI)";"75615,13"
"2205599";"Lagoa do Sítio (PI)";"48594,96"
"2205607";"Landri Sales (PI)";"109798,66"
"2205706";"Luís Correia (PI)";"378696,61"
"2205805";"Luzilândia (PI)";"241220,66"
"2205854";"Madeiro (PI)";"75140,87"
"2205904";"Manoel Emídio (PI)";"54806,52"
"2205953";"Marcolândia (PI)";"198351,81"
"2206001";"Marcos Parente (PI)";"54883,81"
"2206050";"Massapê do Piauí (PI)";"52130,09"
"2206100";"Matias Olímpio (PI)";"95555,03"
"2206209";"Miguel Alves (PI)";"312819,26"
"2206308";"Miguel Leão (PI)";"23604,01"
"2206357";"Milton Brandão (PI)";"53563,00"
"2206407";"Monsenhor Gil (PI)";"127468,69"
"2206506";"Monsenhor Hipólito (PI)";"72881,73"
"2206605";"Monte Alegre do Piauí (PI)";"298089,47"
"2206654";"Morro Cabeça no Tempo (PI)";"39152,05"
"2206670";"Morro do Chapéu do Piauí (PI)";"62450,07"
"2206696";"Murici dos Portelas (PI)";"74908,55"
"2206704";"Nazaré do Piauí (PI)";"67045,99"
"2206720";"Nazária (PI)";"94817,48"
"2206753";"Nossa Senhora de Nazaré (PI)";"47884,84"
"2206803";"Nossa Senhora dos Remédios (PI)";"78546,59"
"2206902";"Novo Oriente do Piauí (PI)";"58172,45"
"2206951";"Novo Santo Antônio (PI)";"31237,32"
"2207009";"Oeiras (PI)";"584372,59"
"2207108";"Olho D'Água do Piauí (PI)";"28731,06"
"2207207";"Padre Marcos (PI)";"73908,85"
"2207306";"Paes Landim (PI)";"44249,11"
"2207355";"Pajeú do Piauí (PI)";"52581,46"
"2207405";"Palmeira do Piauí (PI)";"141457,17"
"2207504";"Palmeirais (PI)";"138692,49"
"2207553";"Paquetá (PI)";"44236,72"
"2207603";"Parnaguá (PI)";"119215,07"
"2207702";"Parnaíba (PI)";"2968947,28"
"2207751";"Passagem Franca do Piauí (PI)";"48757,70"
"2207777";"Patos do Piauí (PI)";"64628,67"
"2207793";"Pau D'Arco do Piauí (PI)";"33611,91"
"2207801";"Paulistana (PI)";"267708,81"
"2207850";"Pavussu (PI)";"37693,28"
"2207900";"Pedro II (PI)";"386274,75"
"2207934";"Pedro Laurentino (PI)";"31321,91"
"2207959";"Nova Santa Rita (PI)";"43930,76"
"2208007";"Picos (PI)";"1940259,09"
"2208106";"Pimenteiras (PI)";"106972,84"
"2208205";"Pio IX (PI)";"202626,92"
"2208304";"Piracuruca (PI)";"363522,37"
"2208403";"Piripiri (PI)";"916770,54"
"2208502";"Porto (PI)";"118546,96"
"2208551";"Porto Alegre do Piauí (PI)";"39211,99"
"2208601";"Prata do Piauí (PI)";"27583,80"
"2208650";"Queimada Nova (PI)";"253484,96"
"2208700";"Redenção do Gurguéia (PI)";"97930,47"
"2208809";"Regeneração (PI)";"264513,88"
"2208858";"Riacho Frio (PI)";"46279,21"
"2208874";"Ribeira do Piauí (PI)";"217389,94"
"2208908";"Ribeiro Gonçalves (PI)";"695854,85"
"2209005";"Rio Grande do Piauí (PI)";"61490,52"
"2209104";"Santa Cruz do Piauí (PI)";"61010,53"
"2209153";"Santa Cruz dos Milagres (PI)";"45472,01"
"2209203";"Santa Filomena (PI)";"615986,78"
"2209302";"Santa Luz (PI)";"62479,79"
"2209351";"Santana do Piauí (PI)";"40806,67"
"2209377";"Santa Rosa do Piauí (PI)";"50227,51"
"2209401";"Santo Antônio de Lisboa (PI)";"71848,76"
"2209450";"Santo Antônio dos Milagres (PI)";"18051,06"
"2209500";"Santo Inácio do Piauí (PI)";"40377,21"
"2209559";"São Braz do Piauí (PI)";"39470,70"
"2209609";"São Félix do Piauí (PI)";"32115,99"
"2209658";"São Francisco de Assis do Piauí (PI)";"55544,79"
"2209708";"São Francisco do Piauí (PI)";"58405,72"
"2209757";"São Gonçalo do Gurguéia (PI)";"54607,33"
"2209807";"São Gonçalo do Piauí (PI)";"56734,86"
"2209856";"São João da Canabrava (PI)";"49321,43"
"2209872";"São João da Fronteira (PI)";"60924,54"
"2209906";"São João da Serra (PI)";"59722,90"
"2209955";"São João da Varjota (PI)";"36648,04"
"2209971";"São João do Arraial (PI)";"68234,74"
"2210003";"São João do Piauí (PI)";"426950,90"
"2210052";"São José do Divino (PI)";"63753,15"
"2210102";"São José do Peixe (PI)";"42836,27"
"2210201";"São José do Piauí (PI)";"68074,79"
"2210300";"São Julião (PI)";"59533,82"
"2210359";"São Lourenço do Piauí (PI)";"45315,02"
"2210375";"São Luis do Piauí (PI)";"25332,11"
"2210383";"São Miguel da Baixa Grande (PI)";"27272,32"
"2210391";"São Miguel do Fidalgo (PI)";"47463,56"
"2210409";"São Miguel do Tapuio (PI)";"163377,63"
"2210508";"São Pedro do Piauí (PI)";"134820,70"
"2210607";"São Raimundo Nonato (PI)";"566178,13"
"2210623";"Sebastião Barros (PI)";"46712,45"
"2210631";"Sebastião Leal (PI)";"255414,95"
"2210656";"Sigefredo Pacheco (PI)";"78161,28"
"2210706";"Simões (PI)";"434444,13"
"2210805";"Simplício Mendes (PI)";"182822,64"
"2210904";"Socorro do Piauí (PI)";"41066,52"
"2210938";"Sussuapara (PI)";"76887,67"
"2210953";"Tamboril do Piauí (PI)";"30387,57"
"2210979";"Tanque do Piauí (PI)";"33180,53"
"2211001";"Teresina (PI)";"23895231,23"
"2211100";"União (PI)";"420316,15"
"2211209";"Uruçuí (PI)";"2815208,30"
"2211308";"Valença do Piauí (PI)";"289656,10"
"2211357";"Várzea Branca (PI)";"44539,80"
"2211407";"Várzea Grande (PI)";"40995,03"
"2211506";"Vera Mendes (PI)";"31077,39"
"2211605";"Vila Nova do Piauí (PI)";"37035,16"
"2211704";"Wall Ferraz (PI)";"38007,88"
"2300101";"Abaiara (CE)";"117970,96"
"2300150";"Acarape (CE)";"179994,28"
"2300200";"Acaraú (CE)";"1020200,58"
"2300309";"Acopiara (CE)";"564519,85"
"2300408";"Aiuaba (CE)";"151596,31"
"2300507";"Alcântaras (CE)";"98201,76"
"2300606";"Altaneira (CE)";"74653,98"
"2300705";"Alto Santo (CE)";"232267,74"
"2300754";"Amontada (CE)";"665472,07"
"2300804";"Antonina do Norte (CE)";"78953,41"
"2300903";"Apuiarés (CE)";"120978,07"
"2301000";"Aquiraz (CE)";"3854310,21"
"2301109";"Aracati (CE)";"1706690,67"
"2301208";"Aracoiaba (CE)";"266421,72"
"2301257";"Ararendá (CE)";"106783,98"
"2301307";"Araripe (CE)";"207981,62"
"2301406";"Aratuba (CE)";"151644,92"
"2301505";"Arneiroz (CE)";"70223,61"
"2301604";"Assaré (CE)";"237259,07"
"2301703";"Aurora (CE)";"216792,14"
"2301802";"Baixio (CE)";"67540,64"
"2301851";"Banabuiú (CE)";"260030,93"
"2301901";"Barbalha (CE)";"1345204,82"
"2301950";"Barreira (CE)";"240015,85"
"2302008";"Barro (CE)";"242027,17"
"2302057";"Barroquinha (CE)";"133335,17"
"2302107";"Baturité (CE)";"448272,41"
"2302206";"Beberibe (CE)";"1059005,89"
"2302305";"Bela Cruz (CE)";"322243,97"
"2302404";"Boa Viagem (CE)";"539217,99"
"2302503";"Brejo Santo (CE)";"817034,10"
"2302602";"Camocim (CE)";"839500,31"
"2302701";"Campos Sales (CE)";"292357,31"
"2302800";"Canindé (CE)";"911356,21"
"2302909";"Capistrano (CE)";"176808,99"
"2303006";"Caridade (CE)";"186168,87"
"2303105";"Cariré (CE)";"193104,65"
"2303204";"Caririaçu (CE)";"253126,61"
"2303303";"Cariús (CE)";"180984,36"
"2303402";"Carnaubal (CE)";"166771,75"
"2303501";"Cascavel (CE)";"1074376,75"
"2303600";"Catarina (CE)";"154108,26"
"2303659";"Catunda (CE)";"112081,35"
"2303709";"Caucaia (CE)";"10414372,93"
"2303808";"Cedro (CE)";"247324,61"
"2303907";"Chaval (CE)";"110317,62"
"2303931";"Choró (CE)";"178988,78"
"2303956";"Chorozinho (CE)";"260273,27"
"2304004";"Coreaú (CE)";"225089,75"
"2304103";"Crateús (CE)";"952648,78"
"2304202";"Crato (CE)";"1871586,58"
"2304236";"Croatá (CE)";"224436,59"
"2304251";"Cruz (CE)";"372661,72"
"2304269";"Deputado Irapuan Pinheiro (CE)";"100883,06"
"2304277";"Ereré (CE)";"80689,80"
"2304285";"Eusébio (CE)";"3577747,28"
"2304301";"Farias Brito (CE)";"202247,60"
"2304350";"Forquilha (CE)";"304956,75"
"2304400";"Fortaleza (CE)";"73436128,43"
"2304459";"Fortim (CE)";"312460,30"
"2304509";"Frecheirinha (CE)";"275921,16"
"2304608";"General Sampaio (CE)";"86962,80"
"2304657";"Graça (CE)";"129710,81"
"2304707";"Granja (CE)";"469407,09"
"2304806";"Granjeiro (CE)";"51336,71"
"2304905";"Groaíras (CE)";"110754,98"
"2304954";"Guaiúba (CE)";"231993,41"
"2305001";"Guaraciaba do Norte (CE)";"669208,93"
"2305100";"Guaramiranga (CE)";"80395,84"
"2305209";"Hidrolândia (CE)";"185024,64"
"2305233";"Horizonte (CE)";"2117193,30"
"2305266";"Ibaretama (CE)";"132265,43"
"2305308";"Ibiapina (CE)";"348539,66"
"2305332";"Ibicuitinga (CE)";"124950,55"
"2305357";"Icapuí (CE)";"411021,43"
"2305407";"Icó (CE)";"737488,91"
"2305506";"Iguatu (CE)";"1904814,79"
"2305605";"Independência (CE)";"306809,03"
"2305654";"Ipaporanga (CE)";"114127,41"
"2305704";"Ipaumirim (CE)";"143450,64"
"2305803";"Ipu (CE)";"519844,69"
"2305902";"Ipueiras (CE)";"328115,05"
"2306009";"Iracema (CE)";"195282,20"
"2306108";"Irauçuba (CE)";"220294,12"
"2306207";"Itaiçaba (CE)";"82854,56"
"2306256";"Itaitinga (CE)";"1258826,39"
"2306306";"Itapajé (CE)";"594581,11"
"2306405";"Itapipoca (CE)";"1784006,66"
"2306504";"Itapiúna (CE)";"170313,92"
"2306553";"Itarema (CE)";"766786,20"
"2306603";"Itatira (CE)";"174029,39"
"2306702";"Jaguaretama (CE)";"226643,90"
"2306801";"Jaguaribara (CE)";"154002,31"
"2306900";"Jaguaribe (CE)";"561174,78"
"2307007";"Jaguaruana (CE)";"566961,05"
"2307106";"Jardim (CE)";"294153,65"
"2307205";"Jati (CE)";"129728,66"
"2307254";"Jijoca de Jericoacoara (CE)";"551637,54"
"2307304";"Juazeiro do Norte (CE)";"5114793,19"
"2307403";"Jucás (CE)";"319373,49"
"2307502";"Lavras da Mangabeira (CE)";"343303,55"
"2307601";"Limoeiro do Norte (CE)";"1423365,54"
"2307635";"Madalena (CE)";"174830,57"
"2307650";"Maracanaú (CE)";"12337017,11"
"2307700";"Maranguape (CE)";"1649527,97"
"2307809";"Marco (CE)";"390968,80"
"2307908";"Martinópole (CE)";"96326,79"
"2308005";"Massapê (CE)";"378718,50"
"2308104";"Mauriti (CE)";"517495,88"
"2308203";"Meruoca (CE)";"129293,14"
"2308302";"Milagres (CE)";"287223,43"
"2308351";"Milhã (CE)";"195290,00"
"2308377";"Miraíma (CE)";"112599,05"
"2308401";"Missão Velha (CE)";"515936,72"
"2308500";"Mombaça (CE)";"446847,42"
"2308609";"Monsenhor Tabosa (CE)";"160699,12"
"2308708";"Morada Nova (CE)";"1276864,31"
"2308807";"Moraújo (CE)";"75574,69"
"2308906";"Morrinhos (CE)";"193204,02"
"2309003";"Mucambo (CE)";"131291,77"
"2309102";"Mulungu (CE)";"123801,07"
"2309201";"Nova Olinda (CE)";"163380,55"
"2309300";"Nova Russas (CE)";"336930,45"
"2309409";"Novo Oriente (CE)";"283185,36"
"2309458";"Ocara (CE)";"284835,71"
"2309508";"Orós (CE)";"218899,30"
"2309607";"Pacajus (CE)";"1360519,76"
"2309706";"Pacatuba (CE)";"1235157,71"
"2309805";"Pacoti (CE)";"148366,25"
"2309904";"Pacujá (CE)";"59940,44"
