"Tabela 5938 - Produto interno bruto a preços correntes, impostos, líquidos de subsídios, sobre produtos a preços correntes e valor adicionado bruto a preços correntes total e por atividade econômica, e respectivas participações - Referência 2010"
"Variável - Produto Interno Bruto a preços correntes (Mil Reais)"
"Cód.";"Município";"Ano"
"3146602";"Paiva (MG)";"27300,81"
"3146701";"Palma (MG)";"103673,35"
"3146750";"Palmópolis (MG)";"63873,54"
"3146909";"Papagaios (MG)";"374342,75"
"3147006";"Paracatu (MG)";"7198616,58"
"3147105";"Pará de Minas (MG)";"4025297,49"
"3147204";"Paraguaçu (MG)";"650753,98"
"3147303";"Paraisópolis (MG)";"592589,52"
"3147402";"Paraopeba (MG)";"918486,79"
"3147501";"Passabém (MG)";"23595,31"
"3147600";"Passa Quatro (MG)";"472422,87"
"3147709";"Passa Tempo (MG)";"480322,27"
"3147808";"Passa Vinte (MG)";"42087,45"
"3147907";"Passos (MG)";"3024708,97"
"3147956";"Patis (MG)";"55018,00"
"3148004";"Patos de Minas (MG)";"6145130,27"
"3148103";"Patrocínio (MG)";"3678403,58"
"3148202";"Patrocínio do Muriaé (MG)";"116065,17"
"3148301";"Paula Cândido (MG)";"136814,58"
"3148400";"Paulistas (MG)";"67350,02"
"3148509";"Pavão (MG)";"93077,58"
"3148608";"Peçanha (MG)";"270147,94"
"3148707";"Pedra Azul (MG)";"401447,68"
"3148756";"Pedra Bonita (MG)";"96477,23"
"3148806";"Pedra do Anta (MG)";"57727,37"
"3148905";"Pedra do Indaiá (MG)";"116153,96"
"3149002";"Pedra Dourada (MG)";"42293,10"
"3149101";"Pedralva (MG)";"182677,51"
"3149150";"Pedras de Maria da Cruz (MG)";"109590,23"
"3149200";"Pedrinópolis (MG)";"204115,26"
"3149309";"Pedro Leopoldo (MG)";"1939056,01"
"3149408";"Pedro Teixeira (MG)";"30267,89"
"3149507";"Pequeri (MG)";"62540,38"
"3149606";"Pequi (MG)";"85506,46"
"3149705";"Perdigão (MG)";"227189,70"
"3149804";"Perdizes (MG)";"1629092,27"
"3149903";"Perdões (MG)";"627040,66"
"3149952";"Periquito (MG)";"111678,28"
"3150000";"Pescador (MG)";"47101,49"
"3150109";"Piau (MG)";"92671,59"
"3150158";"Piedade de Caratinga (MG)";"140777,93"
"3150208";"Piedade de Ponte Nova (MG)";"62734,70"
"3150307";"Piedade do Rio Grande (MG)";"110400,85"
"3150406";"Piedade dos Gerais (MG)";"89820,78"
"3150505";"Pimenta (MG)";"281721,61"
"3150539";"Pingo-d'Água (MG)";"52719,50"
"3150570";"Pintópolis (MG)";"71218,64"
"3150604";"Piracema (MG)";"303199,60"
"3150703";"Pirajuba (MG)";"403824,26"
"3150802";"Piranga (MG)";"200177,85"
"3150901";"Piranguçu (MG)";"78368,45"
"3151008";"Piranguinho (MG)";"136078,75"
"3151107";"Pirapetinga (MG)";"639089,83"
"3151206";"Pirapora (MG)";"2875259,25"
"3151305";"Piraúba (MG)";"200665,45"
"3151404";"Pitangui (MG)";"741337,88"
"3151503";"Piumhi (MG)";"1280834,78"
"3151602";"Planura (MG)";"574327,99"
"3151701";"Poço Fundo (MG)";"403867,30"
"3151800";"Poços de Caldas (MG)";"8531691,91"
"3151909";"Pocrane (MG)";"121719,06"
"3152006";"Pompéu (MG)";"1170186,59"
"3152105";"Ponte Nova (MG)";"2144993,65"
"3152131";"Ponto Chique (MG)";"52075,96"
"3152170";"Ponto dos Volantes (MG)";"122555,63"
"3152204";"Porteirinha (MG)";"526939,24"
"3152303";"Porto Firme (MG)";"130246,52"
"3152402";"Poté (MG)";"168795,48"
"3152501";"Pouso Alegre (MG)";"10720093,38"
"3152600";"Pouso Alto (MG)";"277468,50"
"3152709";"Prados (MG)";"229201,25"
"3152808";"Prata (MG)";"1293340,62"
"3152907";"Pratápolis (MG)";"228648,96"
"3153004";"Pratinha (MG)";"154731,23"
"3153103";"Presidente Bernardes (MG)";"67715,91"
"3153202";"Presidente Juscelino (MG)";"49095,44"
"3153301";"Presidente Kubitschek (MG)";"36193,69"
"3153400";"Presidente Olegário (MG)";"731489,20"
"3153509";"Alto Jequitibá (MG)";"125603,82"
"3153608";"Prudente de Morais (MG)";"203135,94"
"3153707";"Quartel Geral (MG)";"77630,52"
"3153806";"Queluzito (MG)";"40046,21"
"3153905";"Raposos (MG)";"193699,09"
"3154002";"Raul Soares (MG)";"423414,67"
"3154101";"Recreio (MG)";"123321,68"
"3154150";"Reduto (MG)";"121224,90"
"3154200";"Resende Costa (MG)";"207535,28"
"3154309";"Resplendor (MG)";"277856,76"
"3154408";"Ressaquinha (MG)";"373034,71"
"3154457";"Riachinho (MG)";"157262,76"
"3154507";"Riacho dos Machados (MG)";"532748,48"
"3154606";"Ribeirão das Neves (MG)";"5181710,86"
"3154705";"Ribeirão Vermelho (MG)";"105347,60"
"3154804";"Rio Acima (MG)";"472470,73"
"3154903";"Rio Casca (MG)";"237366,68"
"3155009";"Rio Doce (MG)";"51873,40"
"3155108";"Rio do Prado (MG)";"52672,97"
"3155207";"Rio Espera (MG)";"59609,86"
"3155306";"Rio Manso (MG)";"113745,30"
"3155405";"Rio Novo (MG)";"120107,88"
"3155504";"Rio Paranaíba (MG)";"906353,20"
"3155603";"Rio Pardo de Minas (MG)";"345466,69"
"3155702";"Rio Piracicaba (MG)";"1339301,24"
"3155801";"Rio Pomba (MG)";"417438,68"
"3155900";"Rio Preto (MG)";"69182,12"
"3156007";"Rio Vermelho (MG)";"140767,63"
"3156106";"Ritápolis (MG)";"90357,11"
"3156205";"Rochedo de Minas (MG)";"114735,69"
"3156304";"Rodeiro (MG)";"550096,16"
"3156403";"Romaria (MG)";"271546,75"
"3156452";"Rosário da Limeira (MG)";"67738,80"
"3156502";"Rubelita (MG)";"80084,94"
"3156601";"Rubim (MG)";"111719,77"
"3156700";"Sabará (MG)";"4201729,87"
"3156809";"Sabinópolis (MG)";"334745,01"
"3156908";"Sacramento (MG)";"2090986,85"
"3157005";"Salinas (MG)";"667409,43"
"3157104";"Salto da Divisa (MG)";"132071,64"
"3157203";"Santa Bárbara (MG)";"1628492,77"
"3157252";"Santa Bárbara do Leste (MG)";"111650,15"
"3157278";"Santa Bárbara do Monte Verde (MG)";"56243,70"
"3157302";"Santa Bárbara do Tugúrio (MG)";"70593,98"
"3157336";"Santa Cruz de Minas (MG)";"103518,72"
"3157377";"Santa Cruz de Salinas (MG)";"49008,93"
"3157401";"Santa Cruz do Escalvado (MG)";"76964,90"
"3157500";"Santa Efigênia de Minas (MG)";"51018,73"
"3157609";"Santa Fé de Minas (MG)";"59942,13"
"3157658";"Santa Helena de Minas (MG)";"57951,21"
"3157708";"Santa Juliana (MG)";"860482,21"
"3157807";"Santa Luzia (MG)";"5290589,49"
"3157906";"Santa Margarida (MG)";"354062,56"
"3158003";"Santa Maria de Itabira (MG)";"269042,79"
"3158102";"Santa Maria do Salto (MG)";"49995,49"
"3158201";"Santa Maria do Suaçuí (MG)";"170840,24"
"3158300";"Santana da Vargem (MG)";"242909,60"
"3158409";"Santana de Cataguases (MG)";"49932,92"
"3158508";"Santana de Pirapama (MG)";"116684,76"
"3158607";"Santana do Deserto (MG)";"47378,30"
"3158706";"Santana do Garambéu (MG)";"39157,39"
"3158805";"Santana do Jacaré (MG)";"105993,43"
"3158904";"Santana do Manhuaçu (MG)";"189846,29"
"3158953";"Santana do Paraíso (MG)";"750462,52"
"3159001";"Santana do Riacho (MG)";"103786,31"
"3159100";"Santana dos Montes (MG)";"49865,64"
"3159209";"Santa Rita de Caldas (MG)";"227954,67"
"3159308";"Santa Rita de Jacutinga (MG)";"74816,66"
"3159357";"Santa Rita de Minas (MG)";"151813,18"
"3159407";"Santa Rita de Ibitipoca (MG)";"61761,13"
"3159506";"Santa Rita do Itueto (MG)";"179081,29"
"3159605";"Santa Rita do Sapucaí (MG)";"1944614,31"
"3159704";"Santa Rosa da Serra (MG)";"102034,38"
"3159803";"Santa Vitória (MG)";"802690,23"
"3159902";"Santo Antônio do Amparo (MG)";"354432,18"
"3160009";"Santo Antônio do Aventureiro (MG)";"67919,69"
"3160108";"Santo Antônio do Grama (MG)";"85672,29"
"3160207";"Santo Antônio do Itambé (MG)";"44706,76"
"3160306";"Santo Antônio do Jacinto (MG)";"114553,72"
"3160405";"Santo Antônio do Monte (MG)";"843029,41"
"3160454";"Santo Antônio do Retiro (MG)";"70749,72"
"3160504";"Santo Antônio do Rio Abaixo (MG)";"28497,48"
"3160603";"Santo Hipólito (MG)";"50199,81"
"3160702";"Santos Dumont (MG)";"1102976,85"
"3160801";"São Bento Abade (MG)";"89310,40"
"3160900";"São Brás do Suaçuí (MG)";"80505,23"
"3160959";"São Domingos das Dores (MG)";"91416,98"
"3161007";"São Domingos do Prata (MG)";"313490,96"
"3161056";"São Félix de Minas (MG)";"43894,90"
"3161106";"São Francisco (MG)";"648147,61"
"3161205";"São Francisco de Paula (MG)";"150480,85"
"3161304";"São Francisco de Sales (MG)";"194087,23"
"3161403";"São Francisco do Glória (MG)";"72566,84"
"3161502";"São Geraldo (MG)";"264434,12"
"3161601";"São Geraldo da Piedade (MG)";"44820,99"
"3161650";"São Geraldo do Baixio (MG)";"49943,74"
"3161700";"São Gonçalo do Abaeté (MG)";"325580,36"
"3161809";"São Gonçalo do Pará (MG)";"311247,59"
"3161908";"São Gonçalo do Rio Abaixo (MG)";"7603851,05"
"3162005";"São Gonçalo do Sapucaí (MG)";"987544,96"
"3162104";"São Gotardo (MG)";"1189360,39"
"3162203";"São João Batista do Glória (MG)";"268158,43"
"3162252";"São João da Lagoa (MG)";"60418,04"
"3162302";"São João da Mata (MG)";"55082,41"
"3162401";"São João da Ponte (MG)";"268895,02"
"3162450";"São João das Missões (MG)";"92400,05"
"3162500";"São João del Rei (MG)";"3005052,22"
"3162559";"São João do Manhuaçu (MG)";"183099,29"
"3162575";"São João do Manteninha (MG)";"81243,44"
"3162609";"São João do Oriente (MG)";"101876,53"
"3162658";"São João do Pacuí (MG)";"44645,75"
"3162708";"São João do Paraíso (MG)";"285079,90"
"3162807";"São João Evangelista (MG)";"253107,89"
"3162906";"São João Nepomuceno (MG)";"506309,14"
"3162922";"São Joaquim de Bicas (MG)";"1083353,54"
"3162948";"São José da Barra (MG)";"891476,49"
"3162955";"São José da Lapa (MG)";"625195,14"
"3163003";"São José da Safira (MG)";"49559,72"
"3163102";"São José da Varginha (MG)";"114407,08"
"3163201";"São José do Alegre (MG)";"57939,96"
"3163300";"São José do Divino (MG)";"53045,80"
"3163409";"São José do Goiabal (MG)";"67387,91"
"3163508";"São José do Jacuri (MG)";"99910,93"
"3163607";"São José do Mantimento (MG)";"44174,78"
"3163706";"São Lourenço (MG)";"1177922,24"
"3163805";"São Miguel do Anta (MG)";"105088,83"
"3163904";"São Pedro da União (MG)";"148165,86"
"3164001";"São Pedro dos Ferros (MG)";"134410,33"
"3164100";"São Pedro do Suaçuí (MG)";"81787,20"
"3164209";"São Romão (MG)";"243120,78"
"3164308";"São Roque de Minas (MG)";"323185,26"
"3164407";"São Sebastião da Bela Vista (MG)";"443000,18"
"3164431";"São Sebastião da Vargem Alegre (MG)";"66815,53"
"3164472";"São Sebastião do Anta (MG)";"104241,10"
"3164506";"São Sebastião do Maranhão (MG)";"100816,34"
"3164605";"São Sebastião do Oeste (MG)";"597003,41"
"3164704";"São Sebastião do Paraíso (MG)";"2236521,49"
"3164803";"São Sebastião do Rio Preto (MG)";"25970,28"
"3164902";"São Sebastião do Rio Verde (MG)";"35692,44"
"3165008";"São Tiago (MG)";"246093,82"
"3165107";"São Tomás de Aquino (MG)";"195273,02"
"3165206";"São Tomé das Letras (MG)";"137362,24"
"3165305";"São Vicente de Minas (MG)";"206109,75"
"3165404";"Sapucaí-Mirim (MG)";"110272,44"
"3165503";"Sardoá (MG)";"68801,50"
"3165537";"Sarzedo (MG)";"2190992,38"
"3165552";"Setubinha (MG)";"122685,96"
"3165560";"Sem-Peixe (MG)";"36664,71"
"3165578";"Senador Amaral (MG)";"89447,55"
"3165602";"Senador Cortes (MG)";"38034,89"
"3165701";"Senador Firmino (MG)";"106777,11"
"3165800";"Senador José Bento (MG)";"35496,34"
"3165909";"Senador Modestino Gonçalves (MG)";"92207,16"
"3166006";"Senhora de Oliveira (MG)";"81083,28"
"3166105";"Senhora do Porto (MG)";"49778,09"
"3166204";"Senhora dos Remédios (MG)";"115769,11"
"3166303";"Sericita (MG)";"104984,62"
"3166402";"Seritinga (MG)";"45231,76"
"3166501";"Serra Azul de Minas (MG)";"45065,80"
"3166600";"Serra da Saudade (MG)";"21890,56"
"3166709";"Serra dos Aimorés (MG)";"91034,03"
"3166808";"Serra do Salitre (MG)";"983221,69"
"3166907";"Serrania (MG)";"161647,37"
"3166956";"Serranópolis de Minas (MG)";"47456,29"
"3167004";"Serranos (MG)";"38562,02"
"3167103";"Serro (MG)";"292439,58"
"3167202";"Sete Lagoas (MG)";"12659739,89"
"3167301";"Silveirânia (MG)";"35150,32"
"3167400";"Silvianópolis (MG)";"141555,67"
"3167509";"Simão Pereira (MG)";"104072,26"
"3167608";"Simonésia (MG)";"285286,54"
"3167707";"Sobrália (MG)";"67372,79"
"3167806";"Soledade de Minas (MG)";"81877,12"
"3167905";"Tabuleiro (MG)";"65731,18"
"3168002";"Taiobeiras (MG)";"557419,25"
"3168051";"Taparuba (MG)";"49070,26"
"3168101";"Tapira (MG)";"689238,39"
"3168200";"Tapiraí (MG)";"56040,74"
"3168309";"Taquaraçu de Minas (MG)";"65922,81"
"3168408";"Tarumirim (MG)";"188341,12"
"3168507";"Teixeiras (MG)";"191322,29"
"3168606";"Teófilo Otoni (MG)";"2951670,49"
"3168705";"Timóteo (MG)";"5611338,76"
"3168804";"Tiradentes (MG)";"205707,34"
"3168903";"Tiros (MG)";"379858,77"
"3169000";"Tocantins (MG)";"349691,36"
"3169059";"Tocos do Moji (MG)";"70719,25"
"3169109";"Toledo (MG)";"107160,56"
"3169208";"Tombos (MG)";"130979,25"
"3169307";"Três Corações (MG)";"2959361,22"
"3169356";"Três Marias (MG)";"3151633,37"
"3169406";"Três Pontas (MG)";"1879263,74"
"3169505";"Tumiritinga (MG)";"82915,46"
"3169604";"Tupaciguara (MG)";"946559,14"
"3169703";"Turmalina (MG)";"443706,35"
"3169802";"Turvolândia (MG)";"139819,53"
"3169901";"Ubá (MG)";"3573939,50"
"3170008";"Ubaí (MG)";"117219,27"
"3170057";"Ubaporanga (MG)";"167990,88"
"3170107";"Uberaba (MG)";"20397519,23"
"3170206";"Uberlândia (MG)";"43129284,92"
"3170305";"Umburatiba (MG)";"44171,81"
"3170404";"Unaí (MG)";"4319562,62"
"3170438";"União de Minas (MG)";"130423,70"
"3170479";"Uruana de Minas (MG)";"97097,02"
"3170503";"Urucânia (MG)";"239997,22"
"3170529";"Urucuia (MG)";"193241,66"
"3170578";"Vargem Alegre (MG)";"77331,44"
"3170602";"Vargem Bonita (MG)";"87636,81"
"3170651";"Vargem Grande do Rio Pardo (MG)";"68129,70"
"3170701";"Varginha (MG)";"8093809,94"
"3170750";"Varjão de Minas (MG)";"316198,90"
"3170800";"Várzea da Palma (MG)";"1067612,93"
"3170909";"Varzelândia (MG)";"187205,62"
"3171006";"Vazante (MG)";"1168648,21"
"3171030";"Verdelândia (MG)";"115451,22"
"3171071";"Veredinha (MG)";"133052,09"
"3171105";"Veríssimo (MG)";"170434,40"
"3171154";"Vermelho Novo (MG)";"64216,34"
"3171204";"Vespasiano (MG)";"3020537,01"
"3171303";"Viçosa (MG)";"1811858,63"
"3171402";"Vieiras (MG)";"53459,00"
"3171501";"Mathias Lobato (MG)";"43930,81"
"3171600";"Virgem da Lapa (MG)";"131603,76"
"3171709";"Virgínia (MG)";"180445,73"
"3171808";"Virginópolis (MG)";"183952,72"
"3171907";"Virgolândia (MG)";"62673,56"
"3172004";"Visconde do Rio Branco (MG)";"1351678,58"
"3172103";"Volta Grande (MG)";"140360,69"
"3172202";"Wenceslau Braz (MG)";"33088,47"
"3200102";"Afonso Cláudio (ES)";"569771,20"
"3200136";"Águia Branca (ES)";"246004,35"
"3200169";"Água Doce do Norte (ES)";"184401,63"
"3200201";"Alegre (ES)";"575138,21"
"3200300";"Alfredo Chaves (ES)";"457719,48"
"3200359";"Alto Rio Novo (ES)";"113033,63"
"3200409";"Anchieta (ES)";"5764148,13"
"3200508";"Apiacá (ES)";"118192,89"
"3200607";"Aracruz (ES)";"5313105,62"
"3200706";"Atílio Vivácqua (ES)";"360865,75"
"3200805";"Baixo Guandu (ES)";"928265,07"
"3200904";"Barra de São Francisco (ES)";"1165006,22"
"3201001";"Boa Esperança (ES)";"271044,14"
"3201100";"Bom Jesus do Norte (ES)";"186832,30"
"3201159";"Brejetuba (ES)";"294750,34"
"3201209";"Cachoeiro de Itapemirim (ES)";"6146964,29"
"3201308";"Cariacica (ES)";"13698973,41"
"3201407";"Castelo (ES)";"1170594,75"
"3201506";"Colatina (ES)";"4378305,64"
"3201605";"Conceição da Barra (ES)";"607068,97"
"3201704";"Conceição do Castelo (ES)";"279078,46"
"3201803";"Divino de São Lourenço (ES)";"82577,77"
"3201902";"Domingos Martins (ES)";"957684,16"
"3202009";"Dores do Rio Preto (ES)";"159782,21"
"3202108";"Ecoporanga (ES)";"411089,40"
"3202207";"Fundão (ES)";"468478,62"
"3202256";"Governador Lindenberg (ES)";"334329,35"
"3202306";"Guaçuí (ES)";"612494,78"
"3202405";"Guarapari (ES)";"2537471,70"
"3202454";"Ibatiba (ES)";"450089,93"
"3202504";"Ibiraçu (ES)";"289514,01"
"3202553";"Ibitirama (ES)";"171982,74"
"3202603";"Iconha (ES)";"314848,81"
"3202652";"Irupi (ES)";"236224,06"
"3202702";"Itaguaçu (ES)";"325867,04"
"3202801";"Itapemirim (ES)";"5744185,75"
"3202900";"Itarana (ES)";"266029,60"
"3203007";"Iúna (ES)";"538444,38"
"3203056";"Jaguaré (ES)";"963634,56"
"3203106";"Jerônimo Monteiro (ES)";"172124,76"
"3203130";"João Neiva (ES)";"646254,90"
"3203163";"Laranja da Terra (ES)";"187687,78"
"3203205";"Linhares (ES)";"8036007,70"
"3203304";"Mantenópolis (ES)";"203074,56"
"3203320";"Marataízes (ES)";"6659696,26"
"3203346";"Marechal Floriano (ES)";"516906,32"
"3203353";"Marilândia (ES)";"312886,28"
"3203403";"Mimoso do Sul (ES)";"607414,79"
"3203502";"Montanha (ES)";"410506,38"
"3203601";"Mucurici (ES)";"96748,10"
"3203700";"Muniz Freire (ES)";"383337,71"
"3203809";"Muqui (ES)";"234320,77"
"3203908";"Nova Venécia (ES)";"1339644,04"
"3204005";"Pancas (ES)";"358498,98"
"3204054";"Pedro Canário (ES)";"401437,09"
"3204104";"Pinheiros (ES)";"861702,07"
"3204203";"Piúma (ES)";"876050,39"
"3204252";"Ponto Belo (ES)";"107548,21"
"3204302";"Presidente Kennedy (ES)";"6811824,89"
"3204351";"Rio Bananal (ES)";"525682,49"
"3204401";"Rio Novo do Sul (ES)";"229883,22"
"3204500";"Santa Leopoldina (ES)";"330158,25"
"3204559";"Santa Maria de Jetibá (ES)";"1631424,09"
"3204609";"Santa Teresa (ES)";"577185,33"
"3204658";"São Domingos do Norte (ES)";"331339,43"
"3204708";"São Gabriel da Palha (ES)";"762064,73"
"3204807";"São José do Calçado (ES)";"203596,40"
"3204906";"São Mateus (ES)";"2947644,23"
"3204955";"São Roque do Canaã (ES)";"228983,66"
"3205002";"Serra (ES)";"37279405,58"
"3205010";"Sooretama (ES)";"667528,96"
"3205036";"Vargem Alta (ES)";"430100,19"
"3205069";"Venda Nova do Imigrante (ES)";"702153,48"
"3205101";"Viana (ES)";"4227567,89"
"3205150";"Vila Pavão (ES)";"180642,81"
"3205176";"Vila Valério (ES)";"434063,57"
"3205200";"Vila Velha (ES)";"16305842,27"
"3205309";"Vitória (ES)";"31423572,90"
"3300100";"Angra dos Reis (RJ)";"11194244,23"
"3300159";"Aperibé (RJ)";"249125,14"
"3300209";"Araruama (RJ)";"4234264,96"
"3300225";"Areal (RJ)";"427444,18"
"3300233";"Armação dos Búzios (RJ)";"2970332,92"
"3300258";"Arraial do Cabo (RJ)";"2705476,83"
"3300308";"Barra do Piraí (RJ)";"2713911,37"
"3300407";"Barra Mansa (RJ)";"6449308,89"
"3300456";"Belford Roxo (RJ)";"8839808,39"
"3300506";"Bom Jardim (RJ)";"887303,99"
"3300605";"Bom Jesus do Itabapoana (RJ)";"908166,78"
"3300704";"Cabo Frio (RJ)";"12359627,08"
"3300803";"Cachoeiras de Macacu (RJ)";"1305514,15"
"3300902";"Cambuci (RJ)";"400563,08"
"3300936";"Carapebus (RJ)";"726769,22"
"3300951";"Comendador Levy Gasparian (RJ)";"603974,81"
"3301009";"Campos dos Goytacazes (RJ)";"37179859,65"
"3301108";"Cantagalo (RJ)";"841421,15"
"3301157";"Cardoso Moreira (RJ)";"395482,41"
"3301207";"Carmo (RJ)";"561153,23"
"3301306";"Casimiro de Abreu (RJ)";"2352167,82"
"3301405";"Conceição de Macabu (RJ)";"434143,62"
"3301504";"Cordeiro (RJ)";"456175,92"
"3301603";"Duas Barras (RJ)";"249220,17"
"3301702";"Duque de Caxias (RJ)";"53136666,35"
"3301801";"Engenheiro Paulo de Frontin (RJ)";"406744,42"
"3301850";"Guapimirim (RJ)";"1364014,45"
"3301876";"Iguaba Grande (RJ)";"631409,45"
"3301900";"Itaboraí (RJ)";"5640738,45"
"3302007";"Itaguaí (RJ)";"10502749,09"
"3302056";"Italva (RJ)";"418766,40"
"3302106";"Itaocara (RJ)";"635896,39"
"3302205";"Itaperuna (RJ)";"3394971,86"
"3302254";"Itatiaia (RJ)";"6893431,36"
"3302270";"Japeri (RJ)";"1530204,52"
"3302304";"Laje do Muriaé (RJ)";"184165,30"
"3302403";"Macaé (RJ)";"17747016,30"
"3302452";"Macuco (RJ)";"214874,58"
"3302502";"Magé (RJ)";"4765844,16"
"3302601";"Mangaratiba (RJ)";"3211900,37"
"3302700";"Maricá (RJ)";"85814296,01"
"3302809";"Mendes (RJ)";"357693,98"
"3302858";"Mesquita (RJ)";"2619229,37"
"3302908";"Miguel Pereira (RJ)";"632510,13"
"3303005";"Miracema (RJ)";"662192,27"
"3303104";"Natividade (RJ)";"324266,18"
"3303203";"Nilópolis (RJ)";"3059486,32"
"3303302";"Niterói (RJ)";"66345730,20"
"3303401";"Nova Friburgo (RJ)";"6324934,84"
"3303500";"Nova Iguaçu (RJ)";"17794593,18"
"3303609";"Paracambi (RJ)";"1162885,19"
"3303708";"Paraíba do Sul (RJ)";"1253031,67"
"3303807";"Paraty (RJ)";"1955302,79"
"3303856";"Paty do Alferes (RJ)";"684862,89"
"3303906";"Petrópolis (RJ)";"15665448,49"
"3303955";"Pinheiral (RJ)";"1452647,36"
"3304003";"Piraí (RJ)";"2449990,20"
"3304102";"Porciúncula (RJ)";"415949,62"
"3304110";"Porto Real (RJ)";"4245742,23"
"3304128";"Quatis (RJ)";"305015,29"
"3304144";"Queimados (RJ)";"4361718,46"
"3304151";"Quissamã (RJ)";"5996913,35"
"3304201";"Resende (RJ)";"10754410,18"
"3304300";"Rio Bonito (RJ)";"1831415,24"
"3304409";"Rio Claro (RJ)";"435971,13"
"3304508";"Rio das Flores (RJ)";"294390,66"
"3304524";"Rio das Ostras (RJ)";"8949070,13"
"3304557";"Rio de Janeiro (RJ)";"359634752,59"
"3304607";"Santa Maria Madalena (RJ)";"234582,21"
"3304706";"Santo Antônio de Pádua (RJ)";"1284643,64"
"3304755";"São Francisco de Itabapoana (RJ)";"1184530,97"
"3304805";"São Fidélis (RJ)";"845191,84"
"3304904";"São Gonçalo (RJ)";"20324882,91"
"3305000";"São João da Barra (RJ)";"9886875,11"
"3305109";"São João de Meriti (RJ)";"8963781,64"
"3305133";"São José de Ubá (RJ)";"196861,76"
"3305158";"São José do Vale do Rio Preto (RJ)";"738568,27"
"3305208";"São Pedro da Aldeia (RJ)";"2743661,03"
"3305307";"São Sebastião do Alto (RJ)";"241288,91"
"3305406";"Sapucaia (RJ)";"1000574,56"
"3305505";"Saquarema (RJ)";"42178208,45"
"3305554";"Seropédica (RJ)";"4777037,05"
"3305604";"Silva Jardim (RJ)";"602644,10"
"3305703";"Sumidouro (RJ)";"600126,65"
"3305752";"Tanguá (RJ)";"694549,49"
"3305802";"Teresópolis (RJ)";"5923947,11"
"3305901";"Trajano de Moraes (RJ)";"242020,24"
"3306008";"Três Rios (RJ)";"6348172,68"
"3306107";"Valença (RJ)";"3122611,79"
"3306156";"Varre-Sai (RJ)";"264154,30"
"3306206";"Vassouras (RJ)";"1321271,66"
"3306305";"Volta Redonda (RJ)";"19671280,70"
"3500105";"Adamantina (SP)";"1370865,93"
"3500204";"Adolfo (SP)";"115489,99"
"3500303";"Aguaí (SP)";"1314737,26"
"3500402";"Águas da Prata (SP)";"209003,99"
"3500501";"Águas de Lindóia (SP)";"585603,94"
"3500550";"Águas de Santa Bárbara (SP)";"217295,58"
"3500600";"Águas de São Pedro (SP)";"147855,14"
"3500709";"Agudos (SP)";"2638622,61"
"3500758";"Alambari (SP)";"129389,56"
"3500808";"Alfredo Marcondes (SP)";"120354,91"
"3500907";"Altair (SP)";"112274,39"
"3501004";"Altinópolis (SP)";"833396,28"
"3501103";"Alto Alegre (SP)";"113584,88"
"3501152";"Alumínio (SP)";"3982313,08"
"3501202";"Álvares Florence (SP)";"124350,99"
"3501301";"Álvares Machado (SP)";"709875,99"
"3501400";"Álvaro de Carvalho (SP)";"58586,47"
"3501509";"Alvinlândia (SP)";"58404,99"
"3501608";"Americana (SP)";"15217279,78"
"3501707";"Américo Brasiliense (SP)";"1230443,65"
"3501806";"Américo de Campos (SP)";"126802,29"
"3501905";"Amparo (SP)";"5152155,51"
"3502002";"Analândia (SP)";"208314,00"
"3502101";"Andradina (SP)";"2845285,22"
"3502200";"Angatuba (SP)";"1474152,00"
"3502309";"Anhembi (SP)";"169558,18"
"3502408";"Anhumas (SP)";"105620,79"
"3502507";"Aparecida (SP)";"1041067,26"
"3502606";"Aparecida d'Oeste (SP)";"151539,64"
"3502705";"Apiaí (SP)";"897712,78"
"3502754";"Araçariguama (SP)";"4814503,91"
"3502804";"Araçatuba (SP)";"9017957,53"
"3502903";"Araçoiaba da Serra (SP)";"1205883,67"
"3503000";"Aramina (SP)";"150276,70"
"3503109";"Arandu (SP)";"194817,98"
"3503158";"Arapeí (SP)";"45568,03"
"3503208";"Araraquara (SP)";"11953237,47"
"3503307";"Araras (SP)";"6942567,27"
"3503356";"Arco-Íris (SP)";"62095,90"
"3503406";"Arealva (SP)";"227082,81"
"3503505";"Areias (SP)";"58113,41"
"3503604";"Areiópolis (SP)";"163060,49"
"3503703";"Ariranha (SP)";"1136911,24"
"3503802";"Artur Nogueira (SP)";"1721737,24"
"3503901";"Arujá (SP)";"8293370,16"
"3503950";"Aspásia (SP)";"39545,86"
"3504008";"Assis (SP)";"4082515,79"
"3504107";"Atibaia (SP)";"8361032,44"
"3504206";"Auriflama (SP)";"358543,96"
"3504305";"Avaí (SP)";"376093,83"
"3504404";"Avanhandava (SP)";"199389,02"
"3504503";"Avaré (SP)";"3278922,00"
"3504602";"Bady Bassitt (SP)";"551848,52"
"3504701";"Balbinos (SP)";"65400,43"
"3504800";"Bálsamo (SP)";"278641,74"
"3504909";"Bananal (SP)";"216018,38"
"3505005";"Barão de Antonina (SP)";"74956,42"
"3505104";"Barbosa (SP)";"109124,81"
"3505203";"Bariri (SP)";"1623405,55"
"3505302";"Barra Bonita (SP)";"1515652,89"
"3505351";"Barra do Chapéu (SP)";"133738,02"
"3505401";"Barra do Turvo (SP)";"125820,89"
"3505500";"Barretos (SP)";"5903515,96"
"3505609";"Barrinha (SP)";"624816,30"
